term,en,jp
scheming,scheming,スキーミング
schemer,schemer,スキーマー
schemed,schemed,スキームドゥ
scheme,scheme,スキーム
schematic,schematic,スキーマティク
schema,schema,スキーマ
schelegel,schelegel,シュリーゲル
scheherazade,scheherazade,シヘラザードゥ
scheerer,scheerer,シェアラー
scheduling,scheduling,スケジューリング
scheduler,scheduler,スケジューラ
scheduled,scheduled,スケジュールドゥ
schedule,schedule,スケジュール
schauer,schauer,スコーアー
schartner,schartner,シャートゥナー
schaffner,schaffner,シャフナー
scha,scha,シェー
sceptred,sceptred,セプタードゥ
sceptre,sceptre,セプター
scepticism,scepticism,スケプティシズム
sceptically,sceptically,スケプティカリー
sceptical,sceptical,スケプティカル
sceptic,sceptic,スケプティック
sceptered,sceptered,セプタードゥ
scepter,scepter,セプター
scents,scents,センツ
scented,scented,センティドゥ
scent,scent,セントゥ
scenic,scenic,シーニック
scenery,scenery,シーナリー
sceneries,sceneries,シーナリーズ
scene,scene,シーン
scenario,scenario,シナリオ
sceining,sceining,セイニング
scavenging,scavenging,スキャベンジング
scavenger,scavenger,スキャベンジャー
scavenge,scavenge,スキャベンジ
scaur,scaur,スコア
scaturro,scaturro,スキャツロ
scatting,scatting,スキャッティング
scattering,scattering,スキャタリング
scattered,scattered,スキャタードゥ
scatter,scatter,スキャター
scatted,scatted,スキャッティドゥ
scathing,scathing,スケイジング
scathed,scathed,スケイズドゥ
scathe,scathe,スケイズ
scat,scat,スキャットゥ
scary,scary,スケアリー
scarves,scarves,スカーブズ
scarred,scarred,スカードゥ
scarpetta,scarpetta,スカーペッタ
scarpered,scarpered,スカーパードゥ
scarped,scarped,スカープトゥ
scarp,scarp,スカープ
scarlet,scarlet,スカーレットゥ
scarlatina,scarlatina,スカラティーナ
scaring,scaring,スケアリング
scarily,scarily,スケアリリイ
scarify,scarify,スキャリファイ
scarified,scarified,スキャリファイドゥ
scariest,scariest,スケアリエストゥ
scarier,scarier,スケアラー
scarfing,scarfing,スカーフィング
scarfed,scarfed,スカーフトゥ
scarf,scarf,スカーフ
scared,scared,スケアードゥ
scare,scare,スケアー
scarcity,scarcity,スケアシティー
scarcer,scarcer,スケアサー
scarce,scarce,スケアス
scarab,scarab,スキャラブ
scar,scar,スカー
scapulohumerialis,scapulohumerialis,スキャピュロヒューメリアーリス
scapulo,scapulo,スキャピュロ
scapulary,scapulary,スキャピュラリー
scapular,scapular,スキャピュラー
scapulae,scapulae,スキャプリー
scapula,scapula,スキャピュラ
scappel,scappel,スキャペル
scaphoid,scaphoid,スキャホイドゥ
scapello,scapello,スカペロ
scaped,scaped,スケイプトゥ
scape,scape,スケイプ
scanty,scanty,スキャンティー
scantling,scantling,スキャントゥリング
scantily,scantily,スキャンティリー
scantiest,scantiest,スキャンティエストゥ
scant,scant,スキャントゥ
scansion,scansion,スキャンジョン
scano,scano,スキャノウ
scanning,scanning,スキャニング
scanner,scanner,スキャナー
scanned,scanned,スキャンドゥ
scanf,scanf,スキャンエフ
scandinavian,scandinavian,スキャンディネイヴィアン
scandinavia,scandinavia,スカンディナビア
scandalous,scandalous,スキャンダラス
scandalizing,scandalizing,スキャンダライジング
scandalizes,scandalizes,スキャンダライジズ
scandalized,scandalized,スキャンダライズドゥ
scandalize,scandalize,スキャンダライズ
scandalising,scandalising,スキャンダライジング
scandalises,scandalises,スキャンダライジズ
scandalise,scandalise,スキャンダライズ
scandal,scandal,スキャンダル
scan,scan,スキャン
scampi,scampi,スキャンピ
scampered,scampered,スキャンパードゥ
scamper,scamper,スキャンパー
scamped,scamped,スキャンプトゥ
scamp,scamp,スキャンプ
scam,scam,スキャム
scaly,scaly,スケイリー
scalping,scalping,スカルピング
scalper,scalper,スカルパー
scalpel,scalpel,スカルペル
scalped,scalped,スカルプトゥ
scalp,scalp,スカルプ
scallop,scallop,スキャロップ
scallion,scallion,スキャリオン
scaling,scaling,スケイリング
scaler,scaler,スケイラー
scalenus,scalenus,スケイリーナス
scalene,scalene,スケイリーン
scaled,scaled,スケイルドゥ
scale,scale,スケイル
scalding,scalding,スコールディング
scalded,scalded,スコールディドゥ
scald,scald,スコールドゥ
scalar,scalar,スカラー
scalable,scalable,スケイラブル
scaffolding,scaffolding,スキャフォウルディング
scaffold,scaffold,スキャフォウルドゥ
scad,scad,スカッドゥ
scabrous,scabrous,スケイブラス
scable,scable,スキャブル
scabies,scabies,スケイビーズ
scabby,scabby,スキャッビー
scabbing,scabbing,スキャビング
scabbed,scabbed,スキャブドゥ
scabbard,scabbard,スキャバードゥ
scab,scab,スキャッブ
sbtalker,sbtalker,エスビートーカー
sbet,sbet,エスベットゥ
sayyaf,sayyaf,サイヤフ
sayst,sayst,セイストゥ
says,says,セズ
sayer,sayer,セイヤー
say,say,セイ
saxophone,saxophone,サクソフォーン
saxonphonist,saxonphonist,サクソフォニストゥ
saxon,saxon,サクソン
saxhorn,saxhorn,サクスフォーン
saxe,saxe,サックス
sax,sax,サックス
sawyer,sawyer,ソーヤ
sawn,sawn,ソーン
sawed,sawed,ソードゥ
saw,saw,ソー
savvy,savvy,サビイ
savviest,savviest,サビエストゥ
savvies,savvies,サビイズ
savvier,savvier,サビアー
savvied,savvied,サビイドゥ
savoye,savoye,サボイ
savoy,savoy,サボイ
savoury,savoury,セイヴァリー
savoured,savoured,セイヴァードゥ
savour,savour,セイヴァー
savory,savory,セイヴァリー
savoring,savoring,セイバーリング
savored,savored,セイヴァードゥ
savor,savor,セイヴァー
saviour,saviour,セイヴィアー
savior,savior,セイヴィアー
saving,saving,セイヴィング
savimbi,savimbi,サビンビ
savewdat,savewdat,セイブダブリュダットゥ
saver,saver,セイバー
saved,saved,セイブドゥ
save,save,セイブ
savant,savant,サヴァントゥ
savannah,savannah,サヴァナ
savanna,savanna,サヴァナ
savagest,savagest,サヴィジストゥ
savagery,savagery,サベジャリー
savageries,savageries,サヴィジリーズ
savager,savager,サヴィジャー
savage,savage,サビジ
sauted,sauted,ソウテイドゥ
saute,saute,ソウテイ
sausalito,sausalito,ソーサリート
sausage,sausage,ソーセイジ
sauropod,sauropod,ソーロポドゥ
sauntered,sauntered,ソーンタードゥ
saunter,saunter,ソーンター
sauna,sauna,サウナ
saulito,saulito,ソーサリト
sauerkraut,sauerkraut,サウアークラウトゥ
saudi,saudi,サウディ
saucy,saucy,ソーシー
saucing,saucing,ソーシング
saucily,saucily,ソーシリー
saucer,saucer,ソーサー
sauced,sauced,ソーストゥ
sauce,sauce,ソース
satyr,satyr,サター
saturnine,saturnine,サタナイン
saturnalia,saturnalia,サタネイリア
saturn,saturn,サターン
saturday,saturday,サタデイ
saturator,saturator,サチュレイター
saturation,saturation,サチュレイション
saturating,saturating,サチュレイティング
saturates,saturates,サチュレイツ
saturated,saturated,サチュレイティドゥ
saturate,saturate,サチュレイトゥ
saturants,saturants,サチュランツ
saturant,saturant,サチュラントゥ
saturable,saturable,サチュラブル
satte,satte,サッテ
satrap,satrap,セイトゥラプ
satouchi,satouchi,サトウチ
satomi,satomi,サトミ
sativum,sativum,サティバム
satisfy,satisfy,サティスファイ
satisfies,satisfies,サティスファイズ
satisfied,satisfied,サティスファイドゥ
satisfactory,satisfactory,サティスファクトリー
satisfactorily,satisfactorily,サティスファクトリリー
satisfaction,satisfaction,サティスファクション
satirizes,satirizes,サティライジズ
satirizer,satirizer,サティライザー
satirized,satirized,サティライズドゥ
satirize,satirize,サティライズ
satirization,satirization,サティライゼイション
satirist,satirist,サティリストゥ
satirises,satirises,サティライジズ
satirise,satirise,サティライズ
satirisation,satirisation,サティライゼイション
satirical,satirical,サティリカル
satiric,satiric,サティリック
satire,satire,サタイアー
sating,sating,セイティング
satinette,satinette,サティネットゥ
satinet,satinet,サティネットゥ
satin,satin,サティン
satiety,satiety,サタイエティー
satie,satie,サティー
satically,satically,サティリカリイ
satiation,satiation,セイシエイション
satiated,satiated,セイシェィティドゥ
satiate,satiate,セイシェィトゥ
sates,sates,セイツ
satellites,satellites,サティライツ
satellite,satellite,サティライトゥ
sateen,sateen,サティーン
sated,sated,セイティドゥ
sate,sate,セイトゥ
satcher,satcher,サッチャー
satchel,satchel,サチェル
satanist,satanist,サタニストゥ
satanic,satanic,サタニック
satang,satang,サータング
satan,satan,セイタン
sat,sat,サットゥ
sassy,sassy,サシイ
sassafras,sassafras,ササフラス
sasiation,sasiation,セイシエイション
sashida,sashida,サシダ
sashed,sashed,サッシュトゥ
sash,sash,サッシュ
sase,sase,セイス
sartorius,sartorius,サートリアス
sartorial,sartorial,サートリアル
sarsenet,sarsenet,サースネットゥ
sarsaparilla,sarsaparilla,サーサパリラ
saroyan,saroyan,サロヤン
sarong,sarong,サロング
sarin,sarin,サーリン
sargon,sargon,サルゴン
sargent,sargent,サージェントゥ
sargasso,sargasso,サーガソウ
sarex,sarex,サレックス
sardonyx,sardonyx,サードニクス
sardonically,sardonically,サードニカリイ
sardonic,sardonic,サードニック
sardine,sardine,サーディーン
sard,sard,サードゥ
sarcoplasma,sarcoplasma,サーコプラズマ
sarcoplasm,sarcoplasm,サーコプラズム
sarcophagus,sarcophagus,サーコファガス
sarcoma,sarcoma,サーコウマ
sarcolemma,sarcolemma,サーコレマ
sarcenet,sarcenet,サースネットゥ
sarcastically,sarcastically,サキャスティカリー
sarcastical,sarcastical,サキャスティカル
sarcastic,sarcastic,サキャスティク
sarcasm,sarcasm,サーキャズム
sarajevo,sarajevo,サーラエボウ
